"concerncode","bedrijfsnaam","plaats","geestelijkegezondheidszorg","gehandicaptenzorg","thuiszorg","omzet","winst","personeelskostentotaal","fte","jaar","perc_winst","perc_loon","omzet_fte"
"NR6QBCBLBY","De Visie (V.O.F.)","Joure",NA,"ja",NA,"13884","311","0",0,2017,2.2,0,Inf
"NR7MJVFTRT","Algemeen Thuiszorgbureau B.V.","DIEMEN",NA,NA,"ja","3049928","286469","2534229",75,2017,9.4,83.1,40665.7
"NRH5YQ5EY6","De Hof van Sion V.O.F.","S HEERENBROEK","ja","ja",NA,"379000","143000","118000",4.55,2017,37.7,31.1,83296.7
"NRPACBND26","Specialistisch Behandelcentrum Zandheuvelweg (Stichting)","BAARN",NA,"ja",NA,"190882","46972","113597",1,2017,24.6,59.5,190882
"NRPE5D7PWK","Zorgboerderij Hemelrijksche Hoeve B.V. (Martens-Liesen Holding B.V)","BIEZENMORTEL",NA,NA,"ja","338474","10938","57914",1.2,2017,3.2,17.1,282061.7
"NRQ72RXXKR","Muntje Zorg (Eenmanszaak)","AMSTERDAM ZUIDOOST",NA,NA,"ja","93871","67654","19500",0,2017,72.1,20.8,Inf
"NRRCFEKA37","'Dit is het' - Arbeid met Zorg (Stichting)","WIJK BIJ DUURSTEDE",NA,"ja",NA,"362845","-1083","257613",4.4,2017,-0.3,71,82464.8
"NRTSWEUDSG","Coöperatie ZorgServiceThuis U.A.","WOLFHEZE",NA,NA,"ja","477963","0","475691",4,2017,0,99.5,119490.8
"NTV9LLY8GA","De Velse GGZ B.V.","Velserbroek","ja",NA,NA,"200364","9327","147404",2.5,2017,4.7,73.6,80145.6
"NWA9R3NQV8","Pionierzorg (Stichting)","Wezep",NA,NA,"ja","181296","27204","0",0,2017,15,0,Inf
"NWM3AKJTC9","Zorgboerderij Chaamdijk (Stichting)","CHAAM",NA,"ja",NA,"239011","1908","72186",3.4,2017,0.8,30.2,70297.4
"NX2SA2PGHD","Bea B.V.","Amsterdam",NA,"ja",NA,"644769","263791","189444",7.16,2017,40.9,29.4,90051.5
"NX7DUALCJK","Coöperatie BQR-Zorg U.A.","Vlagtwedde",NA,NA,"ja","118436","-1045","0",22,2017,-0.9,0,5383.5
"NX7JJAFUTG","Coöperatieve Ondernemers in de Kleinschalige Zorg in Zeeland U.A.","Goes","ja","ja",NA,"507082","77534","283676",0,2017,15.3,55.9,Inf
"NXA8GHZN6T","Jadim Flexcare B.V.","HOUTEN",NA,NA,"ja","431105","266295","165735",5.4,2017,61.8,38.4,79834.3
"NXAWR2JGZK","Kop & Lijf (Stichting)","BUSSUM","ja",NA,NA,"588160","0","471608",0,2017,0,80.2,Inf
"NXB5CJH44L","Xtrathuiszorg B.V.","Oss",NA,NA,"ja","319425","55819","235234",6.16,2017,17.5,73.6,51854.7
"NXBVABYSY8","Coöperatie Expertisecentrum Transculturele Therapie U.A. (Cooperatieve vereniging)","AMSTERDAM","ja",NA,NA,"80245","-13974","8279",3.3,2017,-17.4,10.3,24316.7
"NXJATFZPDB","De Schakel in Zorg B.V.","LANDGRAAF","ja",NA,NA,"0","-603","0",0,2017,-Inf,NA,NA
"NXLW8AUWZD","Aristides' Care (Eenmanszaak)","AMSTERDAM",NA,NA,"ja","128048","-5004","113125",4,2017,-3.9,88.3,32012
"NXN248UGF6","Kleinschalig Wonen Westwoud (Stichting)","WESTWOUD",NA,NA,"ja","627937","-5369","496315",9,2017,-0.9,79,69770.8
"NXNNR9R7AT","Jeugdhulp De Knapzak V.O.F.","EESVEEN",NA,"ja",NA,"266785","181811","4364",0.08,2017,68.1,1.6,3334812.5
"NXU5HENDLM","Dagbesteding De Inzet (Stichting)","DEN HAAG","ja","ja",NA,"854125","15115","286886",7.52,2017,1.8,33.6,113580.5
"NXWUHPNLCG","Révita (Eenmanszaak)","KERKRADE","ja",NA,NA,"553518","124705","243728",5.7,2017,22.5,44,97108.4
"NXWVNNX7JK","Praktijk Bas B.V.","COEVORDEN","ja",NA,NA,"397285","42701","275513",3.77,2017,10.7,69.3,105380.6
"NXXR8WQKGT","Rooz (Stichting)","EDE",NA,"ja",NA,"1235489","9860","0",0,2017,0.8,0,Inf
"NXZWZC8FNT","SYS ZORG V.O.F.","Haarlem",NA,NA,"ja","416414","318443","60749",2.5,2017,76.5,14.6,166565.6
"NZ7VMTW726","Memorial Zorg B.V.","Rotterdam",NA,NA,"ja","275219","10160","124408",5,2017,3.7,45.2,55043.8
"NZCT2U5UKT","Bejaardenzorg Zusters van het Heilig Hart (Stichting)","ROSMALEN",NA,NA,"ja","80415","6037","0",5.23,2017,7.5,0,15375.7
"NZQALYYEPT","Afasietherapie Amsterdam (Stichting)","AMSTERDAM",NA,"ja","ja","223918","62141","124810",1.43,2017,27.8,55.7,156586
"P4QV3F6B3Z","THUIS met Zorg Zaanstreek B.V.","Zaandam",NA,NA,"ja","490776","12463","349371",9.1,2017,2.5,71.2,53931.4
"PADPM732X2","D&G Thuiszorg","Rotterdam",NA,NA,"ja","66293","58532","2551",0.53,2017,88.3,3.8,125081.1
"PBFMUQPFYQ","Crystal Care","Zaandam",NA,NA,"ja","21501","8776","12603",2,2017,40.8,58.6,10750.5
"PEGVPXNFKD","De Karmel Plus B.V.","Angeren",NA,"ja",NA,NA,"-689","0",0,2017,NA,NA,NA
"PFEDX5WMAD","Melodi Thuiszorg (Eenmanszaak)","Doesburg",NA,NA,"ja","41908","23942","3153",2,2017,57.1,7.5,20954
"PGSFGELFT3","Voja (Stichting)","Rotterdam",NA,"ja",NA,"105175","50484","26346",1.5,2017,48,25,70116.7
"PKG5G2DP5A","De Tukkerij (V.O.F.)","Hengelo",NA,"ja",NA,"988691","87542","408639",12,2017,8.9,41.3,82390.9
"PN37RXK287","Compact Zorg B.V.","Amsterdam",NA,NA,"ja","161883","36540","59543",1.4,2017,22.6,36.8,115630.7
"PQ97NWR24J","Coöperatie BBAZ U.A.","Amsterdam","ja",NA,NA,"713369","19291","629294",6,2017,2.7,88.2,118894.8
"PQG3SPD59S","Life Mapping V.O.F.","EESERGROEN","ja",NA,NA,"131333","91525","6418",0.6,2017,69.7,4.9,218888.3
"PT4QU7KAY5","Thuiszorg PureCare (Eenmanszaak)","'s-Gravenhage",NA,NA,"ja","172234","56168","107224",11,2017,32.6,62.3,15657.6
"PTTGD58RR5","Psychologisch Adviesbureau Heller B.V.","GRONINGEN","ja",NA,NA,"484433","32626","401383",1,2017,6.7,82.9,484433
"PUGUCXVLA4","Prisdand Zorg Thuis (Stichting)","Rotterdam",NA,NA,"ja","331838","33406","249108",6.03,2017,10.1,75.1,55031.2
"PUJA874KWX","Kassidy(Stichting )","Roosendaal","ja",NA,NA,"490742","56828","290812",1,2017,11.6,59.3,490742
"PY3AW33B5E","Adequaat Thuiszorg (Eenmanszaak)","CAPELLE AAN DEN IJSSEL",NA,NA,"ja","125240","90427","15540",3,2017,72.2,12.4,41746.7
"PYMV9CADXV","4Kids2tell (Eenmanszaak)","Riel","ja",NA,NA,"58320","23111","28551",1.5,2017,39.6,49,38880
"PYW2B5D63S","Thuiszorg De Zonnestraal V.O.F.","Hoofddorp",NA,NA,"ja","138491","79957","47116",1.75,2017,57.7,34,79137.7
"PZXZD8PW47","Calida Zorg (Eenmanszaak)","Hengelo",NA,NA,"ja","0","-28000","28000",1.5,2017,-Inf,Inf,0
"Q4UWA2NASM","Amare Zorg & Zo B.V.","DRUNEN",NA,NA,"ja","420655","-91178","447692",10.3,2017,-21.7,106.4,40840.3
"Q6EEKFKSSP","Zorgboerderij Paarlberg (Eenmanszaak)","DIRKSHORN",NA,"ja",NA,"695970","75787","40000",1,2017,10.9,5.7,695970
"Q7X2W86RWW","Thuiszorg Salutem (Eenmanszaak)","Enschede",NA,NA,"ja","77954","33150","31147",1.01,2017,42.5,40,77182.2
"Q92GL9SCRQ","Medicare Groep B.V.","AMSTERDAM",NA,NA,"ja",NA,NA,NA,NA,2017,NA,NA,NA
"Q92KKLVLFL","MCE Zorg (Maatschap)","Aalten",NA,"ja",NA,"1019154","249310","233731",6.1,2017,24.5,22.9,167074.4
"Q9GEGYXARS","STICHTING GGZ PRAKTIJK","Arnhem","ja",NA,NA,"528583","185447","321918",9,2017,35.1,60.9,58731.4
"Q9V2M9UR8T","Zorg-Advies Twente B.V.","Enschede",NA,NA,"ja","442148","-87948","404033",9,2017,-19.9,91.4,49127.6
"Q9VY9QHAU7","Zomerkind (Stichting)","NIEUW-BEIJERLAND",NA,"ja",NA,"456561","46475","271382",5.2,2017,10.2,59.4,87800.2
"Q9XLMR26HQ","UnLimiteD B.V.","Groningen","ja",NA,NA,"313647","-8740","251755",11,2017,-2.8,80.3,28513.4
"Q9Y299HER4","De Kruisvereniging Noord-Brabant (Vereniging)","ROOSENDAAL",NA,NA,"ja",NA,NA,NA,0,2017,NA,NA,NA
"Q9YLT5V7SW","De Nieuwe Weg (Stichting)","HOOFDDORP","ja",NA,NA,"545085","1121","54060",3,2017,0.2,9.9,181695
"QBPCX8C95L","De Waggelmannetjes (VoF)","Amsterdam",NA,NA,"ja","188246","21345","80630",2.2,2017,11.3,42.8,85566.4
"QBTLPVUG7F","B.V. Zorg- en Dienstverleningsorganisatie Ja Zuster, Nee Zuster","Amsterdam",NA,NA,"ja","1051069","89297","20110",12,2017,8.5,1.9,87589.1
"QC2KA6ZTNB","Escape Zorg & Verblijf V.O.F","HUIS TER HEIDE (DR)","ja",NA,NA,"316733","227171","76993",3,2017,71.7,24.3,105577.7
"QC39JSR6AT","De Wettering, biologische leerwerkboerderij (Stichting)","DREUMEL",NA,"ja",NA,"318755","13793","225678",3.5,2017,4.3,70.8,91072.9
"QCAAYWN4KT","Prikkebeen (B.V.)","Bunnik",NA,NA,"ja","568747","-180547","487866",0,2017,-31.7,85.8,Inf
"QCBZGUV357","Stichting Art Loca","Almere",NA,"ja",NA,"336657","13220","214846",4.35,2017,3.9,63.8,77392.4
"QCCU46YG8K","AristoZorg B.V.","HEILOO",NA,NA,"ja","760897","225579","416501",15,2017,29.6,54.7,50726.5
"QCH8HH8LVB","DeMensZo / Kiewiet Welzijn B.V.","MEPPEL",NA,NA,"ja","559089","-19227","459188",8.7,2017,-3.4,82.1,64263.1
"QCHPVFYC6R","Kinso B.V.","HEERLEN",NA,"ja",NA,"321062","146512","135554",0.1,2017,45.6,42.2,3210620
"QCJF3GCQYK","Zebra-Zorg (Stichting)","VOGELENZANG",NA,"ja",NA,"344386","22925","194759",4.75,2017,6.7,56.6,72502.3
"QCJKXD7ZJR","ThuisZorgzeker B.V","Rotterdam",NA,NA,"ja","508365","50694","399698",10.07,2017,10,78.6,50483.1
"QCJUVQLJ96","Werkboerderij Berends B.V.","OLDENZAAL",NA,"ja",NA,"291758","36786","137890",2.88,2017,12.6,47.3,101304.9
"QCNQQHB2VT","Aksept B.V.","HENGELO OV",NA,"ja",NA,"282303","-29529","189078",5.1,2017,-10.5,67,55353.5
"QCSA2QCJJG","Fener Zorg","Rotterdam",NA,NA,"ja","582866","272689","164948",7.5,2017,46.8,28.3,77715.5
"QCUSDUQX9T","Woonzorgvoorziening de Meerenburgh","LEUR",NA,NA,"ja","615436","101044","361167",7,2017,16.4,58.7,87919.4
"QCVTBQXS99","De Parel (Stichting)","BERGEIJK",NA,"ja",NA,"346743","-63246","259231",5.43,2017,-18.2,74.8,63856.9
"QDNEE3GXNU","IntenZie V.O.F.","APELDOORN",NA,"ja",NA,"228715","141544","67376",0.8,2017,61.9,29.5,285893.8
"QE6C26C32M","No Distance V.O.F.","ASSEN","ja",NA,NA,"488584","148260","214658",9,2017,30.3,43.9,54287.1
"QEC628PQ7C","Ilaria Zorg","Bverwijk",NA,NA,"ja","132839","100419","0",0,2017,75.6,0,Inf
"QEEWWDBZCQ","RegioZorgZuid B.V.","TILBURG","ja",NA,NA,"365134","-145398","361556",0,2017,-39.8,99,Inf
"QEMD499CVW","Wij - Landelijke expertise centrum transculturele hulpverlening (Stichting)","Arnhem","ja",NA,NA,"250106","47399","171874",4.1,2017,19,68.7,61001.5
"QETGCXDJYD","ZAB Allround B.V.","Veenendaal",NA,NA,"ja",NA,"-64000","64000",NA,2017,NA,NA,NA
"QGP2MCASED","Zorgcoöperatie Ameland U.A.","Hollum",NA,NA,"ja","12368","12368",NA,0,2017,100,NA,Inf
"QJTFBNEMKN","Dolfijnenhuis (Eenmanszaak)","Kampen",NA,"ja",NA,"971472","67383","327512",15.2,2017,6.9,33.7,63912.6
"QNWC3XQ45L","Personal Care For You (Eenmanszaak)","VEENDAM","ja",NA,NA,"285918","170667","86350",8,2017,59.7,30.2,35739.8
"QTEM6AUC4D","Senioren Collectief Oosterhout B.V.","Rijen",NA,NA,"ja","42485","947","29953",1.97,2017,2.2,70.5,21566
"QUJJNNFVJU","Betsy Innovations the Netherlands (B.V)","Warnsveld",NA,NA,"ja","617362","44643","440303",9.06,2017,7.2,71.3,68141.5
"QWXWNM8G7Q","Stamhuys","Loon op Zand",NA,"ja",NA,"23770","-14581","0",0,2017,-61.3,0,Inf
"QYT425BQ33","Het Zorgteam Plus (B.V.)","Arnhem",NA,NA,"ja","237194","26999","151555",2.22,2017,11.4,63.9,106844.1
"QZVE4GBB7Q","Lion Zorg (B.V.)","Amsterdam",NA,NA,"ja","0","0","0",0,2017,NA,NA,NA
"R8GZ8LUB9R","Denk-Zorg Dag en Nacht Krachtzorg (Eenmanszaak)","Utrecht",NA,NA,"ja","59779","56085","2426",0.26,2017,93.8,4.1,229919.2
"RA23RJ6CAS","Olga Stetter Keep in Touch 'Hulpverlening' (Eenmanszaak)","FIJNAART","ja","ja",NA,"218531","158412","0",0,2017,72.5,0,Inf
"RAGRK5FGQ2","Hart voor Zorg en Welzijn Limburg (Stichting)","Maastricht",NA,NA,"ja","479628","32802","393492",19.61,2017,6.8,82,24458.3
"RC5LBS6Z9P","Zorggroep Valide B.V.","Almere",NA,NA,"ja","204751","26844","115319",3,2017,13.1,56.3,68250.3
"RCLFU2SR2W","Live Happy and Smile Zorg (Eenmanszaak)","CAPELLE A/D IJSSEL",NA,NA,"ja","37744","26047","0",0,2017,69,0,Inf
"RCYDFCRD2M","Broeder en Zuster Zorg (Coöperatie U.A.)","Ooltgensplaat",NA,NA,"ja",NA,NA,NA,30,2017,NA,NA,NA
"RFAZCAMPST","Elcare B.V.","NIEUWEGEIN",NA,NA,"ja","218028","19998","123429",2.75,2017,9.2,56.6,79282.9
"RG9ZJCX2MP","BK Zorg B.V.,","Rijswijk (Z-H)",NA,NA,"ja","11182","4485","5320",1,2017,40.1,47.6,11182
"RJJFF2XGYD","Arla Thuiszorg (B.V)","Westzaan",NA,NA,"ja",NA,"0",NA,0,2017,NA,NA,NA
"RNYSPQK7UD","Bzonder! Zorg & Coaching (Eenmanszaak)","TILBURG","ja",NA,NA,"447354","105457","252629",7.26,2017,23.6,56.5,61619
"RQRX4DABDZ","Bienia Thuiszorg (B.V.)","Rotterdam",NA,NA,"ja","939028","434317","438236",25,2017,46.3,46.7,37561.1
"RXMRF2GAVQ","OCIO (Eenmanszaak)","BOXTEL","ja",NA,NA,"6000","6000","0",0,2017,100,0,Inf
"RYZ49PZZ7U","Zorgboerderij Buytengewoon","Poortvliet",NA,"ja",NA,"154672","43806","70114",0.2,2017,28.3,45.3,773360
"R   EMKWJ3","Kloek B.V.","Alphen aan den Rijn",NA,NA,"ja","1942397","-312863","1735938",24,2017,-16.1,89.4,80933.2
"S24JR3K6U7","Wijk-Zorg (Stichting)","Hengelo",NA,NA,"ja","177263","6812","160952",4.2,2017,3.8,90.8,42205.5
"S25DZ39EBY","De Omslag (Stichting)","WIRDUM","ja",NA,NA,"662264","49598","418374",6.7,2017,7.5,63.2,98845.4
"S26XQBYCC2","Agnes Zorg (Eenmanszaak)","ROTTERDAM",NA,NA,"ja","644219","127357","33079",3.6,2017,19.8,5.1,178949.7
"S28FFAR2D2","Brain Dynamics Hengelo B.V.","HENGELO (OV)","ja",NA,NA,"641775","163166","389032",4.7,2017,25.4,60.6,136547.9
"S2EZ4LWRFC","ChiqCare Zorgexploitatie B.V.","Soest","ja",NA,NA,"4315","3461","0",0,2017,80.2,0,Inf
"S2MB86L92P","Jagerhuis ZIN B.V.","VEENDENDAAL",NA,"ja",NA,"158226","16332","116765",0,2017,10.3,73.8,Inf
"S2Q8ZBN2R4","Gezinshuis Con Amore V.O.F.","Aalsmeer",NA,NA,"ja","182676","82107","1770",0.2,2017,44.9,1,913380
"S2QQSBRZKZ","Onderwijs Wijzer","Zoetermeer",NA,"ja",NA,"171506","94891","57144",2.2,2017,55.3,33.3,77957.3
"S4KENK5THP","Zorgstichting De Rots (Stichting)","STADSKANAAL",NA,"ja",NA,"251414","-84312","96847",2.8,2017,-33.5,38.5,89790.7
"S4KJXSLXMN","GASTHUIS pur sang(Stichting )","Dodewaard Nederland","ja",NA,NA,"441670","2117","403207",6,2017,0.5,91.3,73611.7
"S5KZ7CDKCT","CZorg Oost B.V.","Rotterdam",NA,NA,"ja","64442","20576","25569",1.89,2017,31.9,39.7,34096.3
"S6UE9FTQD8","Melkveehouderij- en Zorgboerderij het Ruitenveen V.O.F.","NIEUWLEUSEN",NA,"ja",NA,"367289","75509","39652",1,2017,20.6,10.8,367289
"S92QDEPB4E","Cesura (GGZ Integraal) B.V.","Leiden","ja",NA,NA,"586565","201747","297524",4.55,2017,34.4,50.7,128915.4
"SEYVUWFWLA","PGB Zorg met Hart (V.O.F.)","Rotterdam",NA,NA,"ja","41266","30330","932",2,2017,73.5,2.3,20633
"SK5TE7ACQ5","Saam Op (Stichting)","Staphorst",NA,"ja",NA,"63314","7162","0",0,2017,11.3,0,Inf
"SM4YARZSGS","De Zorgnijverij (Stichting)","BARENDRECHT",NA,"ja",NA,"239640","10704","163177",4.73,2017,4.5,68.1,50663.8
"SM6MJRMNUC","Julianazorg (V.O.F.)","Utrecht",NA,NA,"ja","195220","44344","18341",3.15,2017,22.7,9.4,61974.6
"ST7TLETWN3","SK Thuiszorg (ShivKrishna Thuiszorg)","'s-Gravenhage",NA,NA,"ja","164675","10176","63682",3,2017,6.2,38.7,54891.7
"STQ7B99S4U","De ZorgBuddy B.V.","Enschede",NA,NA,"ja","91735","21971","66122",5,2017,24,72.1,18347
"STW98F2BGH","Thuiszorg Kardelen B.V.","HENGELO",NA,NA,"ja","349394","181916","104685",3.5,2017,52.1,30,99826.9
"STZJKNGKBN","Trajectvol Zorg B.V.","BERLICUM (NB)",NA,"ja",NA,"468215","665","444790",0,2017,0.1,95,Inf
"SVC9FBERZW","Rumi-Dervis B.V.","ZWOLLE",NA,NA,"ja","367505","37895","255223",12,2017,10.3,69.4,30625.4
"SYKNULSVMT","Aliantus Zorg (Stichting)","Zeist",NA,NA,"ja","24036","-64448","85847",8.45,2017,-268.1,357.2,2844.5
"T552F8ANB7","Blinq Dagbesteding (B.V.)","Oss",NA,NA,"ja","112756","5796","65114",2,2017,5.1,57.7,56378
"T6BK9FGVVV","Arya Zorg (Eenmanszaak)","Arnhem",NA,NA,"ja","110460","80846","13652",0.3,2017,73.2,12.4,368200
"T7TM9FXQZE","Home Instead Thuisservice Breda & Etten-Leur (V.O.F.)","Breda",NA,NA,"ja","289920","561","189386",2.9,2017,0.2,65.3,99972.4
"TBTYAXLEQ5","Wijkzorg Nederland (Stichting)","Amsterdam",NA,NA,"ja","288833","45184","207942",6,2017,15.6,72,48138.8
"TES7FCZGSL","Cooperatie Acare Thuiszorg U.A.","Arnhem",NA,NA,"ja","111002","24105","80286",13.5,2017,21.7,72.3,8222.4
"TLL7GK7KED","De Zeeuwse Thuiszorg (V.O.F.)","Vlissingen",NA,NA,"ja","299323","76404","206355",15,2017,25.5,68.9,19954.9
"TMC4BZESNB","Victory Beschermd en Begeleid wonen BV","Linde",NA,"ja",NA,"421359","37187","163645",4.42,2017,8.8,38.8,95330.1
"TME2CVY6YD","Home Instead Thuisservice Apeldoorn B.V.","Apeldoorn",NA,NA,"ja","60127","-34422","60642",1.31,2017,-57.2,100.9,45898.5
"TQ8MN2XXQ9","Zusterindebuurt (B.V.)","Arnhem",NA,NA,"ja","11500937","33817","10810881",0,2017,0.3,94,Inf
"TQP6RC4SWP","CareFree Twente V.O.F.","Enschede",NA,NA,"ja","83629","63082","43979",2,2017,75.4,52.6,41814.5
"TTFXVDDPRP","ZeelandCare (Eenmanszaak)","Terneuzen",NA,NA,"ja","193940","31676","162264",0.07,2017,16.3,83.7,2770571.4
"TV5C7FNTMA","LucVal Care B.V.","'s-Gravenhage",NA,NA,"ja","106702","60453","21200",5,2017,56.7,19.9,21340.4
"TYA8T58PP3","Muziek Organisatie Noord (Eenmanszaak)","GRONINGEN","ja",NA,NA,"121932","37102","39353",0.7,2017,30.4,32.3,174188.6
"U5CDC9KPPG","Zorgzaam Nederland B.V.","Vlaardingen",NA,NA,"ja","554113","233676","212709",6.2,2017,42.2,38.4,89373.1
"U5NJF75XFJ","Huisje Nieuwstraat (Eenmanszaak)","KATWIJK ZH",NA,"ja",NA,"90760","44108","1458",0.2,2017,48.6,1.6,453800
"U7JF845V9Y","TRI Gezond Ontwikkelen","Hengelo","ja","ja",NA,"314871","242706","9890",1,2017,77.1,3.1,314871
"U99DVBLFC7","NouRdam Zorg B.V.","Rotterdam",NA,NA,"ja","24271","-836","15969",1.3,2017,-3.4,65.8,18670
"UAGZUBZWDL","Aukje's Zorgaanbod (Eenmanszaak)","BLAUWHUIS",NA,"ja",NA,"225352","94588","75308",4,2017,42,33.4,56338
"UBKWCLTLWC","Zorgcentra het Mozaïek B.V.","Hengelo",NA,NA,"ja","329648","283558","46090",7,2017,86,14,47092.6
"UBRCNQ98KS","Activiteitencentrum Atelier de Tuinkamer (Eenmanszaak)","OIRSCHOT",NA,NA,"ja","26498","142","15759",0,2017,0.5,59.5,Inf
"UD394UUS7R","Saffier Zorg B.V.","Rotterdam",NA,NA,"ja","237423","116564","77799",3,2017,49.1,32.8,79141
"UGER6Z4JGK","Bronx Begeleid Wonen (Stichting)","Amsterdam","ja",NA,NA,"530603","-55877","230621",2.35,2017,-10.5,43.5,225788.5
"UKWBG4MSQ9","Convivio (V.O.F.)","Tilburg",NA,NA,"ja","1328982","11383","803825",20.8,2017,0.9,60.5,63893.4
"UKZMJ4MJEQ","Zorg en Onderwijs Nu (Stichting)","Bergen op Zoom",NA,"ja",NA,"160464","-11289","150384",3.01,2017,-7,93.7,53310.3
"UL34ZW8QTQ","Teca Zorg V.O.F.","Badhoevedorp",NA,NA,"ja","119372","66995","30764",5,2017,56.1,25.8,23874.4
"UQZ9J47L2Y","SPEL Psychologen Putten B.V.","Putten","ja",NA,NA,"44756","-28137","37928",4.67,2017,-62.9,84.7,9583.7
"UUK4D9QBQN","PrivaZorg Aanvullende Zorg B.V.","Amersfoort",NA,NA,"ja","0","-3844","0",0,2017,-Inf,NA,NA
"UUQFVJNQAB","Overalzorg B.V.","Simpelveld",NA,NA,"ja","187027","49775","114619",3.1,2017,26.6,61.3,60331.3
"UYJ9C57BVU","ZorgAZ B.V.","Amsterdam",NA,NA,"ja","363754","28504","164896",9,2017,7.8,45.3,40417.1
"V4HHSTQD7Q","DEN Zorg (B.V.)","Rotterdam",NA,NA,"ja","221887","63934","94811",3,2017,28.8,42.7,73962.3
"V4HQZ6BRM8","SEWA (Eenmanszaak)","HOOGLAND","ja",NA,NA,"162879","52210","88406",3.7,2017,32.1,54.3,44021.4
"V4XDQ7TALL","Psyvel (Stichting)","ROTTERDAM","ja",NA,NA,"340932","-15153","259728",3.2,2017,-4.4,76.2,106541.2
"V4YSKEGWZL","IN Zorg en Advies B.V.","ROTTERDAM","ja","ja",NA,NA,"-208953","208953",12,2017,NA,NA,NA
"V9A8QD7E5A","Beeworkz (VoF)","Assen",NA,"ja",NA,"211764","152862","20228",0.5,2017,72.2,9.6,423528
"V9AAYNRRSU","Zorgorganisatie 24-7 Zorg om de Hoek B.V.","'s-Gravenhage",NA,NA,"ja","80429","28776","21422",1,2017,35.8,26.6,80429
"VB9EP3289P","De Spiegel (Stichting)","KERKRADE",NA,"ja",NA,"0","-58981","58981",10,2017,-Inf,Inf,0
"VBKWTE8DGZ","Connected2Care B.V.","Almere",NA,NA,"ja","343719","76000","188508",11.5,2017,22.1,54.8,29888.6
"VBZBNQAEYH","Kopzorgen (Stichting)","Leiden","ja",NA,NA,"347663","14757","274132",0,2017,4.2,78.8,Inf
"VDMNF7ZDHW","Mimosa (V.O.F.)","UTRECHT",NA,NA,"ja","644271","152614","242529",8.5,2017,23.7,37.6,75796.6
"VEAEXY7F3T","Hayat Thuiszorg B.V.","Breda",NA,NA,"ja","1001215","98952","616558",33,2017,9.9,61.6,30339.8
"VF67VB4C4G","mw. G. Roelfsema-Sagel","NIEUWE PEKELA",NA,NA,"ja","506557","36189","311094",5.9,2017,7.1,61.4,85857.1
"VF6R3D2KX7","Bureau Beckers B.V.","NIJMEGEN","ja",NA,NA,"650998","-72871","597669",9.99,2017,-11.2,91.8,65165
"VF9ZAA325Q","Au Boulot (Stichting)","SCHIPLUIDEN",NA,"ja",NA,"394535","47631","222384",4,2017,12.1,56.4,98633.8
"VFBWMPEQF9","Steffies Particuliere Zorg B.V.","BOLSWARD",NA,NA,"ja","509717","46437","367818",8.44,2017,9.1,72.2,60393
"VFKL4UPRU9","Zorgtoppers B.V.","HUIZEN",NA,NA,"ja","562831","-105208","524124",6.88,2017,-18.7,93.1,81806.8
"VFQMJH7Z5G","DKP B.V.","AMSTERDAM","ja",NA,NA,"228497","38086","152600",1.96,2017,16.7,66.8,116580.1
"VFUC83Y9N7","Thuiszorg Mozaiek B.V.","DEN HAAG",NA,NA,"ja","999135","270987","654532",23,2017,27.1,65.5,43440.7
"VFUHRKXHKT","Voorzet Behandeling (Stichting)","HAARLEM","ja",NA,NA,"397206","-9561","4500",4.5,2017,-2.4,1.1,88268
"VFYS6HH95B","We Care and Travel V.O.F.","BERGEN OP ZOOM",NA,NA,"ja","117700","26400","75000",1,2017,22.4,63.7,117700
"VGQD8YRNPK","MSB Zorg (Eenmanszaak)","ROTTERDAM",NA,NA,"ja","148352","59027","46443",1,2017,39.8,31.3,148352
"VH7L4W99RQ","Zorg uit Handen B.V.","Emmeloord",NA,NA,"ja","373924","15627","308988",4.8,2017,4.2,82.6,77900.8
"VJ5PAZBC6Q","Unieke Thuiszorg B.V.","Spankeren",NA,"ja","ja","196776","33445","67105",7,2017,17,34.1,28110.9
"VLN3S24ZPX","Zorg voor U B.V.","Eindhoven",NA,NA,"ja","109348","-4287","109348",16,2017,-3.9,100,6834.2
"VN73U47CAL","AmbuZorg (Stichting)","'s-Gravenhage","ja",NA,NA,"2875","-9571","0",1,2017,-332.9,0,2875
"VPYFP7XAN9","Focus op Zorg B.V.","Rotterdam",NA,NA,"ja","570808","161740","100430",8,2017,28.3,17.6,71351
"VSTV5MALVU","Precious We Care (V.O.F.)","Almere",NA,NA,"ja","82554","49483","0",0,2017,59.9,0,Inf
"VT2GQ4T8HT","Beatrice Care (Stichting)","'s-Gravenhage",NA,NA,"ja","138961","-5642","80722",2.55,2017,-4.1,58.1,54494.5
"VT9MS384PL","Zorgboerderij De Oostertuin (Eenmanszaak)","OOSTERBLOKKER",NA,"ja",NA,"133903","54707","0",1,2017,40.9,0,133903
"VTAY8L6ZLD","Wijkzorg AMS B.V.","Amsterdam",NA,NA,"ja","167754","59959","0",10,2017,35.7,0,16775.4
"VTCW86LXZ9","De Wederkerigheid (Stichting)","DRIEBERGEN-RIJSSENBURG",NA,"ja",NA,"591945","2899","349754",6.5,2017,0.5,59.1,91068.5
"VTFVR787FR","Edu-Life (Eenmanszaak)","PURMEREND",NA,NA,"ja","505544","153533","153978",5,2017,30.4,30.5,101108.8
